Issue.ID,Number.of.issue.solving.commits.found,Total.additions.made.to.fix.the.issue,Total.deletions.made.to.fix.the.issue,Total.changes.made.to.fix.the.issue,Commits..commit.hashcode..date.of.commit..commit.s.author..number.of.additions.made.by.the.commit..number.of.deletions.made.by.the.commit..number.of.total.changes.made.by.the.commit..approach.used.to.find.the.commit.
12168,1,59,30,89,"(d120b9af5ad23b461dab2243959a66bff26e7ce1, 2018-10-19 16:38:38 -0700, Teng Li, 59, 30, 89, LINK)"
12174,2,33,6,39,"(7c1e4258a958863ee5363373289d05418be06887, 2019-02-12 14:14:30 -0800, Pearu Peterson, 19, 3, 22, LINK), (7ce33c586de4c73a618430fdbf8f52ac1b9cc9f6, 2019-02-07 20:27:40 -0800, Pearu Peterson, 14, 3, 17, LINK)"
12193,1,15,3,18,"(2b033332c8b7720b16b7a442311aeb4adfaab84c, 2018-10-10 23:43:23 -0700, sclarkson, 15, 3, 18, LINK)"
122,2,4,2,6,"(b06d8937f54037f9d425b4712daa93c1ceafa331, 2017-10-24 11:31:01 -0400, SsnL, 2, 1, 3, LINK), (1a0e4e1b00a679f789f248c6180e4a4fbb7f63ee, 2017-10-24 11:31:01 -0400, SsnL, 2, 1, 3, LINK)"
12207,1,42,2,44,"(0521c47c9150332dea65c41a4139bf987b06ac3a, 2018-10-16 23:56:27 -0700, Thomas Viehmann, 42, 2, 44, LINK)"
12230,1,11,4,15,"(02695c11db939180f25bfbbc82a922a9c339d50a, 2018-10-14 23:09:44 -0700, Mingfei Ma, 11, 4, 15, LINK)"
12241,1,599,2,601,"(be7c618fd7fadb9db58aae8bef16638912748cfa, 2018-11-28 02:16:56 -0800, Wei Yang, 599, 2, 601, LINK)"
1225,1,43,13,56,"(34546f022aefdd1947107bcf9f8d8009d1031ea1, 2017-04-18 16:37:28 -0400, Edward Z. Yang, 43, 13, 56, LINK)"
12251,1,2,2,4,"(1a6071d436c63cb9174b07726d302de70989ec0b, 2018-10-17 09:14:04 -0700, Jaivarsan, 2, 2, 4, LINK)"
12259,2,17,17,34,"(c60465873c5cf8f1a36da39f7875224d4c48d7ca, 2019-06-07 07:47:30 -0700, Kaixhin, 10, 10, 20, LINK), (c9be135bb9284461d0ec377cb71c0e796fcb5090, 2018-11-08 18:58:03 -0800, Kaixhin, 7, 7, 14, LINK)"
12260,1,24,22,46,"(8734b174cadc8513bef177c57f1f8267898f34d0, 2018-10-10 20:32:51 -0700, Ailing Zhang, 24, 22, 46, LINK)"
12261,1,7,8,15,"(f17b2fdf1b9479f1d8ae186d5c17d6a1d4d9c7c9, 2018-11-15 17:52:51 -0800, Teng Li, 7, 8, 15, LINK)"
12290,1,485,203,688,"(b13f91dbd935cf6282129c2c377231b56d8cc77b, 2018-11-26 12:28:44 -0800, Richard Zou, 485, 203, 688, LINK)"
12309,1,163,198,361,"(c89301a6250ca17c568f11e52f715f939c08d7ce, 2019-09-03 09:36:34 -0700, Igor Fedan, 163, 198, 361, LINK)"
12319,1,55,65,120,"(1a0d82e4f43ecce9d13c90d9219f0b419a4852c9, 2018-10-08 22:12:54 -0700, Roy Li, 55, 65, 120, LINK)"
12320,1,5,2,7,"(b3cdaee6dbe88e49750514107a64e3cb0c674083, 2018-10-05 08:38:17 -0700, ohlr, 5, 2, 7, LINK)"
12324,1,9,7,16,"(543048d2758e714a953da6af7082c8fb7b1c98b2, 2018-10-10 17:03:14 -0700, Syed Tousif Ahmed, 9, 7, 16, LINK)"
12326,1,1,1,2,"(9ebac3d7fe93b50db4518a35cc9ed94619e66ead, 2018-10-05 10:55:47 -0700, David Riazati, 1, 1, 2, LINK)"
12327,1,29,5,34,"(488d393ea604184eb30e9eaa67b6c60291152e21, 2018-10-31 10:13:14 -0700, Ailing Zhang, 29, 5, 34, LINK)"
12364,1,101,4,105,"(97eec33f801609b90f0a5398c087ca9fcce9c87b, 2018-10-12 11:27:02 -0700, Xiang Gao, 101, 4, 105, LINK)"
12371,1,2,2,4,"(e6a420114f184ecfe58765b934f07831fbbf6d85, 2018-12-06 14:55:55 -0800, Richard Zou, 2, 2, 4, LINK)"
12395,2,3,20,23,"(4c06f1f2bbbc655fcbffcd16af1da38f8906c1cc, 2018-10-31 09:29:21 -0700, Will Feng, 0, 17, 17, LINK), (85273acca8ab534b83886a1ebcc9608acd3bca42, 2018-10-24 11:43:50 -0700, Anders Papitto, 3, 3, 6, LINK)"
12406,1,5,0,5,"(0e44db8b0d23431c6db4c79af8b7c66527e2cc73, 2018-10-07 18:53:17 -0700, Thomas Viehmann, 5, 0, 5, LINK)"
12420,1,175,86,261,"(0740a5d521c04c832538767230a9ee7ea2c93bed, 2018-10-15 12:31:15 -0700, vishwakftw, 175, 86, 261, LINK)"
12426,1,11,0,11,"(ea79f7c032112571f0181d2c3199604aafb7b54d, 2018-10-09 11:24:11 -0700, Thomas Viehmann, 11, 0, 11, LINK)"
12431,1,15,7,22,"(2f82a0682687552c27f86312de012c95cbb754f5, 2018-11-02 07:44:58 -0700, Tongzhou Wang, 15, 7, 22, LINK)"
12454,1,62,52,114,"(0cf3c1ce66c31e735f0ddce58ad2e3ac3e77a6a9, 2018-10-12 02:08:49 -0700, Thomas Viehmann, 62, 52, 114, LINK)"
12459,1,247,244,491,"(99a5d195917a14cdcef83c8c8a9553d30a568f08, 2018-11-01 10:27:50 -0700, Tongzhou Wang, 247, 244, 491, LINK)"
1246,1,2,1,3,"(c39216f8c49361456d7d827b6199ac54799ff2e2, 2018-09-06 17:25:06 -0700, Lu Fang, 2, 1, 3, LINK)"
12495,1,0,1,1,"(7b0f5d6631321c9758a853dd3ac2c95ebf326d53, 2018-10-11 13:43:02 -0700, Orion Reblitz-Richardson, 0, 1, 1, LINK)"
12510,1,21,1,22,"(26751ce30064d1d93d744f0d114968bc77dccddc, 2018-11-08 21:07:51 -0800, peterjc123, 21, 1, 22, LINK)"
12540,1,0,787,787,"(a1bbe80e2199f81973bbeb8e6f0d40c5707d02e7, 2018-10-15 11:02:31 -0700, mratsim, 0, 787, 787, LINK)"
12545,1,1,1,2,"(52cbf4b7749a94dad280f96388dd358c96d36cbd, 2018-10-15 16:51:26 -0700, Bowen Bao, 1, 1, 2, LINK)"
1256,1,16,2,18,"(ad3e619198bf2f8d0b1968380b57745c2c49271f, 2017-11-20 13:44:46 -0800, Pieter Noordhuis, 16, 2, 18, LINK)"
12565,1,10,3,13,"(710191e292b39c6d26948454fcf1f4a30433d6a0, 2018-10-18 00:49:26 -0700, Wei Yang, 10, 3, 13, LINK)"
12578,1,120,74,194,"(478886be308c5c14f5898bfe4d9833f4debba20a, 2018-10-24 18:10:32 -0700, Ailing Zhang, 120, 74, 194, LINK)"
12580,1,53,4,57,"(db0b5c7ab7f6bbb3c69b388f53dc806d86f6b639, 2018-10-29 13:53:46 -0700, James Reed, 53, 4, 57, LINK)"
12586,1,171,178,349,"(d5eae905370970e40dec59b9ebf908f5afb42d2d, 2018-10-15 11:55:31 -0700, ArmenAg, 171, 178, 349, LINK)"
12603,2,71,11,82,"(5268dd468cf75ebcd7a08cf72da8c809c3a1dc44, 2018-12-02 17:10:48 -0800, Teng Li, 60, 11, 71, LINK), (4983397c02b804e5197de9a75381e2823af20434, 2018-11-14 10:28:28 -0800, Teng Li, 11, 0, 11, LINK)"
12604,1,83,41,124,"(dceec1de30e4ef2f31fcaa9109402a76dd04d6fa, 2018-11-07 12:09:35 -0800, Teng Li, 83, 41, 124, LINK)"
12631,1,2,1,3,"(f6de833cac63016de7f0f04b260c734f19e46505, 2019-03-13 03:16:40 -0700, serhii-havrylov, 2, 1, 3, LINK)"
12643,1,117,108,225,"(d6a8dd95385755cf121ff6278b995e3f82f6f845, 2019-01-17 12:14:39 -0800, Egil Martinsson, 117, 108, 225, LINK)"
12647,1,2,2,4,"(23c4dbd6d7f672945c58dd02e18b0051a9e89591, 2018-10-15 17:12:50 -0700, ahirner, 2, 2, 4, LINK)"
12653,2,919,172,1091,"(06a7cb59019ee57c679ba2cf7d51e36bd3710ad4, 2018-12-20 10:21:02 -0800, Shen Li, 569, 171, 740, LINK), (90f9e8103c9b1108ae923f5ab67bcc566e942699, 2018-12-12 15:18:57 -0800, Shen Li, 350, 1, 351, LINK)"
12669,1,6,0,6,"(d80a3eb549f0e38791ba54eac278056f6d9757a6, 2018-10-15 17:43:33 -0700, Thomas Viehmann, 6, 0, 6, LINK)"
1267,2,40,37,77,"(e25b3d7bc5621e3d8d9469a59238e0d9a09e89dc, 2017-07-27 09:43:56 -0400, Eric Cosatto, 4, 4, 8, LINK), (aab30d4ea25686bcd8502aa280ba75d73559c2e4, 2017-04-23 08:45:27 -0400, Sam Gross, 36, 33, 69, LINK)"
1269,1,4,2,6,"(ee143d31ef071b277e21ac5eb3d7b725f60e7756, 2017-10-10 11:15:07 -0700, Luke Yeager, 4, 2, 6, LINK)"
12721,1,5,0,5,"(1b64c0f8fe4336efdf69d0f02b83528ab3290608, 2018-11-05 16:37:57 -0800, Teng Li, 5, 0, 5, LINK)"
12735,1,3,1,4,"(9d79030d38820c15e38c497720e76075d03ea768, 2018-10-17 10:12:09 -0700, James Reed, 3, 1, 4, LINK)"
12737,1,363,114,477,"(2cd912bcc22bcbd58cf5e4461901b68a7cf77492, 2018-11-06 19:11:45 -0800, Tongzhou Wang, 363, 114, 477, LINK)"
12751,1,4,4,8,"(84ce3ab47e4da0ca4727c9daf125138a7642935a, 2018-10-17 15:35:21 -0700, Kaixhin, 4, 4, 8, LINK)"
12780,1,23,502,525,"(57e162da56f83f04ed744caba1b3819a2ca8c86a, 2018-11-01 19:37:53 -0700, Michael Suo, 23, 502, 525, LINK)"
12810,1,27,1,28,"(026a9c6bf2e17c724f011adb6ed9c051fe7e4b65, 2019-04-08 13:35:34 -0700, Thomas Viehmann, 27, 1, 28, LINK)"
12854,1,7,4,11,"(ddbd87e31045196dd999f55fc65c4b38edcf2f68, 2018-11-14 22:36:54 -0800, Teng Li, 7, 4, 11, LINK)"
12876,1,5,6,11,"(2a6431ba2d3343d19364cd57538cf485a7206d04, 2018-10-25 08:49:37 -0700, Pieter Noordhuis, 5, 6, 11, LINK)"
1288,1,26,10,36,"(036c3f93af1b94bb133fe5db7b50f48672b9171c, 2017-05-25 00:35:19 -0400, Sam Gross, 26, 10, 36, LINK)"
12906,1,53,4,57,"(db0b5c7ab7f6bbb3c69b388f53dc806d86f6b639, 2018-10-29 13:53:46 -0700, James Reed, 53, 4, 57, LINK)"
12918,1,3,6,9,"(49cd83d7356aa40b3223866adab8a7d823f2c9f4, 2020-01-23 14:43:32 -0800, Denis Akhiyarov, 3, 6, 9, LINK)"
12921,1,4,1,5,"(2d9b1fcd093bfd4680c9db846afed2c1bf51cd5b, 2018-10-24 20:10:03 -0700, Teng Li, 4, 1, 5, LINK)"
1297,1,7,2,9,"(b3589b04fd371cbaba7673cec538d3f37576d413, 2017-07-05 01:25:39 -0300, Bruno Alexandre Rosa, 7, 2, 9, LINK)"
13,3,4170,3494,7664,"(0b93974075844601913c6df50f6566418a35eee8, 2021-02-25 14:32:13 -0800, Akao Kazutoshi, 2, 2, 4, LINK), (cd5adc7b5f7a5d4415a936c5ceca219f14dbb319, 2018-07-26 10:11:53 -0700, Jerry Zhang, 4167, 3491, 7658, LINK), (4664808938b22c22abd216008926ecd81cb0c5e5, 2017-09-24 17:07:30 -0700, Igor Sugak, 1, 1, 2, LINK)"
1301,1,1,1,2,"(d278344e36dde4170da4e4d0c45953dcb53dcf65, 2018-09-13 10:35:53 -0700, Lu Fang, 1, 1, 2, LINK)"
13022,4,1629,316,1945,"(28b1f586f669c6c14d5eabffa162b59f0f4d853d, 2019-10-04 08:51:03 -0700, Vincent Quenneville-Belair, 401, 92, 493, LINK), (939ae80de14deb87ae2fd5f90f32e5d504689bbb, 2019-09-13 07:31:35 -0700, Vincent Quenneville-Belair, 436, 91, 527, LINK), (7578c91abe644003f69716b664df888a5f4c15d6, 2019-09-12 15:25:19 -0400, Vincent Quenneville-Belair, 436, 91, 527, LINK), (096ee8467cffda68f0ed12a1266cb0010081b809, 2018-12-18 16:40:23 -0800, Chandler Zuo, 356, 42, 398, LINK)"
1307,1,1,1,2,"(e3d12d7afb6d92e2b43fad016e8d851161af6a12, 2018-08-24 10:46:15 -0700, Lu Fang, 1, 1, 2, LINK)"
1310,1,1,1,2,"(e3d12d7afb6d92e2b43fad016e8d851161af6a12, 2018-08-24 10:46:15 -0700, Lu Fang, 1, 1, 2, LINK)"
13200,1,17,19,36,"(e475d3ede37cfec2892cf7e94a3109b6ec1b3cde, 2018-10-31 00:41:55 -0700, Teng Li, 17, 19, 36, LINK)"
13209,1,15,2,17,"(52b6460d3aa2714efc1831ed76159d24585481fe, 2018-10-29 10:21:14 -0700, Sam Gross, 15, 2, 17, LINK)"
13229,1,24,27,51,"(195cba500f2c98c10f3d4b8fc3cca6493099b6df, 2019-03-18 20:51:12 -0700, Lutz Roeder, 24, 27, 51, LINK)"
13254,1,52,57,109,"(751b5ea94103105e9a2617a2eddafc830cd0104d, 2018-11-19 09:18:45 -0800, ArmenAg, 52, 57, 109, LINK)"
13273,2,811,180,991,"(a0263ec04765fb9b20decc178241d2668ea58cee, 2019-04-15 12:24:43 -0700, Pieter Noordhuis, 221, 180, 401, LINK), (bdfdf6c2b936bc5ae34c6fe52dfbb92847ae4205, 2019-04-01 14:27:03 -0700, Pieter Noordhuis, 590, 0, 590, LINK)"
13292,1,70,54,124,"(6bfce168730985821687f6adfc643d424e60cb52, 2018-11-07 19:51:37 -0800, Wei Yang, 70, 54, 124, LINK)"
13324,1,13,2,15,"(e4bb56570c7d6c7e17a85cbface4828c62a33564, 2018-11-16 08:37:05 -0800, Brian Vaughan, 13, 2, 15, LINK)"
13326,1,117,89,206,"(6d2b3cc869d2d39832800e8127cb66abf3589311, 2018-11-01 19:04:17 -0700, Tongzhou Wang, 117, 89, 206, LINK)"
1337,1,27,11,38,"(b5868b2833332a23fa0a84bfb1169f7521728e8d, 2020-05-13 22:20:58 -0700, SsnL, 27, 11, 38, LINK)"
13376,1,21,2,23,"(f9c0a08eed723ac14378422f066e6ee1be3854a2, 2018-10-31 13:11:01 -0700, David Riazati, 21, 2, 23, LINK)"
13384,2,324,330,654,"(8408dff55af59cc264b0f55db8a8584241d7274c, 2018-11-27 11:30:41 -0800, Thomas Viehmann, 172, 44, 216, LINK), (e988dc621bc354598bd0ae5b5674a3edd31a046d, 2018-11-05 06:27:24 -0800, Adam Paszke, 152, 286, 438, LINK)"
13386,1,161,441,602,"(c19af59a6edd9567d5fb5712ca22cc8e22c7f8fc, 2018-11-27 09:36:11 -0800, Jan Schlüter, 161, 441, 602, LINK)"
13404,1,10,0,10,"(895cb8fcea85d1879ab04599487a678f3b8b61d7, 2018-12-12 19:51:34 -0800, Tyler Moncur, 10, 0, 10, LINK)"
13409,1,146,1,147,"(b1529eeadb531a2454ec8c851f70034b59664df7, 2019-01-04 13:01:49 -0800, Elias Ellison, 146, 1, 147, LINK)"
1344,1,2,1,3,"(c39216f8c49361456d7d827b6199ac54799ff2e2, 2018-09-06 17:25:06 -0700, Lu Fang, 2, 1, 3, LINK)"
13540,1,23,13,36,"(246d5282b39f9536249bb85127f90857c976fa8d, 2018-11-04 20:25:49 -0800, albanD, 23, 13, 36, LINK)"
13545,1,11,0,11,"(8045b3eb143ed70ab1873e148d266d56e0e1481f, 2019-03-11 08:07:22 -0700, Nicki Skafte, 11, 0, 11, LINK)"
13559,1,101,21,122,"(0a090fe60a2a2c716a1d709c4236d1c9ca6ebd38, 2018-11-08 12:00:54 -0800, vishwakftw, 101, 21, 122, LINK)"
13560,1,17,3,20,"(6cf450744fd9eee73a55d0aa961d3cce56f83c65, 2018-11-06 16:26:40 -0800, Elias Ellison, 17, 3, 20, LINK)"
13564,1,54,16,70,"(9403eddce41b16ededf6ce72ae5a427c30afadc6, 2018-11-07 09:20:04 -0800, Peter Goldsborough, 54, 16, 70, LINK)"
13566,1,46,1,47,"(9ffabcfcaac0df8ec0e183430945d95c772ff5c3, 2018-11-09 06:22:11 -0800, Thomas Viehmann, 46, 1, 47, LINK)"
1357,1,11,0,11,"(8ca7bf2ab3b1eb474a481e3a6673312d0b63f4a6, 2017-04-26 15:00:41 -0400, Sam Gross, 11, 0, 11, LINK)"
13573,2,161,49,210,"(2cc35c161ada1fb5e27b7ed9472c21a00c981d89, 2018-11-27 10:41:06 -0800, Pieter Noordhuis, 78, 39, 117, LINK), (bb301a431da886d994fb0155185ab7567d71279d, 2018-11-20 21:10:18 -0800, Teng Li, 83, 10, 93, LINK)"
13574,1,41,0,41,"(b807970aeaf3bd26068f347a01196b66c0a21bb5, 2018-11-19 18:25:00 -0800, Teng Li, 41, 0, 41, LINK)"
1358,1,3,4,7,"(ba1dba45f70876eb243ee293050b47425c37c94d, 2017-10-20 15:37:15 -0700, Yangqing Jia, 3, 4, 7, LINK)"
13622,1,12,4,16,"(7978ba45ba85d03091b99b375dfb82cf88518c51, 2018-11-07 14:27:06 -0800, Peter Goldsborough, 12, 4, 16, LINK)"
13634,1,36,14,50,"(5151d33287384cef9a0111a0525ff2db59829814, 2018-11-13 21:03:00 -0800, Peter Goldsborough, 36, 14, 50, LINK)"
1368,1,2,1,3,"(c39216f8c49361456d7d827b6199ac54799ff2e2, 2018-09-06 17:25:06 -0700, Lu Fang, 2, 1, 3, LINK)"
1371,2,7,1,8,"(c39216f8c49361456d7d827b6199ac54799ff2e2, 2018-09-06 17:25:06 -0700, Lu Fang, 2, 1, 3, LINK), (f0ca857e6b237b8e2e1cc18a9a4deccdd2ff8895, 2017-10-23 14:56:13 -0700, Yangqing Jia, 5, 0, 5, LINK)"
1374,1,2,1,3,"(c39216f8c49361456d7d827b6199ac54799ff2e2, 2018-09-06 17:25:06 -0700, Lu Fang, 2, 1, 3, LINK)"
13750,1,24,6,30,"(2d6f039766193623dbf17c46bfcd17bb8c8bdb32, 2018-11-26 17:05:17 -0800, Teng Li, 24, 6, 30, LINK)"
13773,1,12,1,13,"(a17c0118a52d34c97ab48bae416ae1896ad14e56, 2018-11-12 22:02:28 -0800, Ailing Zhang, 12, 1, 13, LINK)"
13867,2,38,16,54,"(eb531da9a8e8014338ba2a7417a3ff2d9c084de3, 2019-01-16 12:15:12 -0800, Thomas Viehmann, 19, 8, 27, LINK), (d33e7d12367db4a7ec8ed920563411b5584dd106, 2019-01-16 12:15:12 -0800, Thomas Viehmann, 19, 8, 27, LINK)"
13899,1,32,0,32,"(21696502ffd225e4d5fef0a30082090386e54eaf, 2019-02-15 15:00:59 -0800, Elias Ellison, 32, 0, 32, LINK)"
13907,1,23,0,23,"(ff4f4a0a35de5b31b0ef7a4a3391c651afb8064d, 2018-11-14 15:04:19 -0800, Pieter Noordhuis, 23, 0, 23, LINK)"
13909,1,17,1,18,"(c3680e2b19174fea3726d9175715e0e853c96265, 2018-11-13 16:41:28 -0800, Sam Gross, 17, 1, 18, LINK)"
1391,1,1,1,2,"(d278344e36dde4170da4e4d0c45953dcb53dcf65, 2018-09-13 10:35:53 -0700, Lu Fang, 1, 1, 2, LINK)"
13913,1,12,2,14,"(96e5d23bad20be60900e2133d912cdd2190caaa8, 2018-11-16 12:59:01 -0800, jjsjann123, 12, 2, 14, LINK)"
13969,1,65,155,220,"(2d56df7892ff6588da3fd079ee95d679644d6730, 2018-12-04 13:58:31 -0800, Thomas Viehmann, 65, 155, 220, LINK)"
13971,1,22,1,23,"(c7e0db140ef7cb65ed0d391c4f2849a803f3d52f, 2018-11-15 13:21:59 -0800, Thomas Viehmann, 22, 1, 23, LINK)"
14002,1,107,35,142,"(8f4dc192b6331533f56fc23a86fa055ee4d580c0, 2018-11-15 17:09:40 -0800, Peter Goldsborough, 107, 35, 142, LINK)"
14025,1,2,2,4,"(cf059028f047001ad13bdd04b66d55e94d390e3f, 2018-11-29 11:15:03 -0800, Your Name, 2, 2, 4, LINK)"
14026,1,6,6,12,"(1256cbaa6936ecae4db290b3f7af1923da5ba89a, 2018-11-16 11:36:06 -0800, Thomas Viehmann, 6, 6, 12, LINK)"
14057,1,10,4,14,"(88f70a16708369ad5d179fbe515f43739c0f2591, 2019-04-18 12:07:17 -0700, Ailing Zhang, 10, 4, 14, LINK)"
14063,1,18,11,29,"(45fd77d3b7aef27620d924019f6eb0f71cd338e9, 2018-11-15 22:29:15 -0800, Teng Li, 18, 11, 29, LINK)"
1407,1,1,1,2,"(d278344e36dde4170da4e4d0c45953dcb53dcf65, 2018-09-13 10:35:53 -0700, Lu Fang, 1, 1, 2, LINK)"
14078,1,6,3,9,"(eeb3e67eebbdc8fcb4d7063ee07ec912bda790f6, 2018-11-16 18:02:13 -0800, Teng Li, 6, 3, 9, LINK)"
14080,1,123,13,136,"(a38ed0268e72905cf350a2de3fd9521d4cc2df07, 2018-11-28 00:31:34 -0800, Teng Li, 123, 13, 136, LINK)"
14093,1,222,0,222,"(8c9caf185be66b996df5caf4b37a0e902ae3ca41, 2019-04-05 18:13:39 -0700, Gao Xiang, 222, 0, 222, LINK)"
14099,1,13,12,25,"(6e453e56f991d43ff9d0eac715020b7ef877ca77, 2018-12-06 23:55:34 -0800, Jon Crall, 13, 12, 25, LINK)"
14104,1,4,1,5,"(5fe26976559490a99cb60a0dd2e457c1fdda65ba, 2019-01-08 22:24:37 -0800, Yinghai Lu, 4, 1, 5, LINK)"
14170,1,5,3,8,"(17432a1051af457d1ef48310d64c2b45b5a1b238, 2018-11-20 23:27:16 -0800, Tongzhou Wang, 5, 3, 8, LINK)"
14188,1,94,26,120,"(6f2307ba6ac802f4c4650cd21869e49d1845188d, 2018-11-27 17:33:54 -0800, Peter Goldsborough, 94, 26, 120, LINK)"
14272,1,44,6,50,"(c71ce10cfcd1a5673a5f99a0b6b94707dc156724, 2020-09-14 20:34:09 -0700, Vitaliy Chiley, 44, 6, 50, LINK)"
14276,1,50,22,72,"(f639249d51562ce90a29ba15584b7a916a39569f, 2018-11-26 17:04:51 -0800, Peter Goldsborough, 50, 22, 72, LINK)"
14310,1,95,41,136,"(86af14b0c7a9f6fd96ad62a61ce2b6b105761fe1, 2019-01-10 21:41:48 -0800, Syed Tousif Ahmed, 95, 41, 136, LINK)"
14314,1,40,20,60,"(7c08f1083e56ce7e9799a15b36947c46052f0058, 2019-01-14 04:24:50 -0800, SsnL, 40, 20, 60, LINK)"
14317,1,5,2,7,"(3ab208004727c9c63d1170c537442963debaa6e1, 2019-02-22 16:56:06 -0800, Gemfield, 5, 2, 7, LINK)"
14335,1,92,38,130,"(29f096cc70cf9cc1a317ae7107228215b7dde60b, 2019-02-11 12:26:47 -0800, Thomas Viehmann, 92, 38, 130, LINK)"
14344,1,17,4,21,"(68251fb93196a4c28a0c9f9ce37896b21c6c04e0, 2018-11-28 06:11:08 -0800, Francisco Massa, 17, 4, 21, LINK)"
14355,1,12,4,16,"(478eb70c07ea54688b30242a76fb349e3c172dcf, 2018-12-07 16:37:30 -0800, Daniel Bermond, 12, 4, 16, LINK)"
14376,1,85,12,97,"(0f62af4ab1883cd59f4dfd71945c9755dc138644, 2018-11-28 11:32:47 -0800, Pieter Noordhuis, 85, 12, 97, LINK)"
14390,1,4,2,6,"(ffbc3905a18508ec0d97d54ae5c82c65ebe796f3, 2018-11-27 12:32:56 -0800, Teng Li, 4, 2, 6, LINK)"
14394,1,152,0,152,"(220ce8046e5fcf1434f948795bcdefda33e95e9a, 2018-11-29 20:03:59 -0800, Pieter Noordhuis, 152, 0, 152, LINK)"
14401,2,26,16,42,"(3486cebd8736d5f9ea687b29d122903b57e2adf4, 2019-01-08 22:23:10 -0800, Thomas Viehmann, 13, 8, 21, LINK), (c93cf89de21ff40d544f2091ea2cdcca629c4353, 2019-01-08 22:23:10 -0800, Thomas Viehmann, 13, 8, 21, LINK)"
1441,1,89,59,148,"(743e4894d2865108dc0ea2a1f344d9f34eb2b29d, 2017-05-03 11:14:10 -0400, Edward Z. Yang, 89, 59, 148, LINK)"
14410,2,2,2,4,"(30aed0237d4466160e813ad2fdd414cc0855d883, 2018-12-23 19:47:03 -0800, peter, 1, 1, 2, LINK), (f8a56bf476e9d0be02a605ba272f7d034c5a1b28, 2018-12-23 19:47:03 -0800, peter, 1, 1, 2, LINK)"
14433,1,85,12,97,"(0f62af4ab1883cd59f4dfd71945c9755dc138644, 2018-11-28 11:32:47 -0800, Pieter Noordhuis, 85, 12, 97, LINK)"
14445,1,5,5,10,"(7d07fcd2152bacd16fd76494da0ec15774d881d1, 2018-11-27 21:56:25 -0800, Teng Li, 5, 5, 10, LINK)"
14446,1,77,15,92,"(0d3cb91d8c8c1bb368128378e2300f96e9217344, 2018-11-29 18:46:22 -0800, Teng Li, 77, 15, 92, LINK)"
1447,1,61,10,71,"(80c0a8776bee6e42ddb07e4dcb19c561fc7a8e61, 2017-05-03 17:53:45 -0400, Edward Z. Yang, 61, 10, 71, LINK)"
14470,1,12,18,30,"(1921816f85b6db978175de5029bab03f29718d8d, 2018-12-04 07:02:01 -0800, Richard Zou, 12, 18, 30, LINK)"
14483,3,1098,709,1807,"(8812a5d42e7be858334a4f5bd6acc7e6e942815f, 2018-12-04 00:13:24 -0800, Adam Paszke, 536, 354, 890, LINK), (68ffe469918a5eaa014e230efe81af9c298857aa, 2018-12-03 13:41:05 -0800, Adam Paszke, 536, 354, 890, LINK), (31b3d81714653750129a120f6bcf1de34187f40a, 2018-11-29 13:02:15 -0800, Adam Paszke, 26, 1, 27, LINK)"
14501,1,37,39,76,"(4aae89fa7ba9f47cfa1cd20d19aca03a33e6ea2f, 2019-01-25 07:24:18 -0800, SsnL, 37, 39, 76, LINK)"
14502,1,1,1,2,"(db15f2e13f58823f487639f7934e3c21d0a2864d, 2018-11-28 20:25:21 -0800, Peter Goldsborough, 1, 1, 2, LINK)"
14507,1,24,4,28,"(fb22f76eb6eae224469493b26d88b87fe5455fa7, 2018-12-28 11:51:26 -0800, SsnL, 24, 4, 28, LINK)"
1452,1,2,1,3,"(f9d1b63d18b91888cdaedc5cb9f39c63d4f822e7, 2018-10-18 16:15:12 -0700, Lu Fang, 2, 1, 3, LINK)"
14528,1,88,18,106,"(9127ab386602d5b6509246332e71c63e6b741a25, 2018-11-29 19:55:34 -0800, Teng Li, 88, 18, 106, LINK)"
14536,1,21,34,55,"(11ef5191ff1336b30aaba5971cfde007ba9f18ea, 2018-11-29 21:36:51 -0800, Pieter Noordhuis, 21, 34, 55, LINK)"
14537,1,7,2,9,"(37627a182ba7af6ee388338d06af5c69d7ba6c59, 2018-11-29 23:34:23 -0800, Soumith Chintala, 7, 2, 9, LINK)"
14555,1,1,1,2,"(67dcf10631d4854657d3f42e4c7611567039c44c, 2018-12-05 17:15:51 -0800, Pieter Noordhuis, 1, 1, 2, LINK)"
14571,1,2,0,2,"(793b3026534aa284f743886fc3c3ae936b5c1a98, 2019-06-05 13:28:28 -0700, Brian Vaughan, 2, 0, 2, LINK)"
14582,1,475,11,486,"(1cdcdd78af84ee60777db9b8cd0fc9bb7d441975, 2019-02-15 14:51:56 -0800, Josh Varty, 475, 11, 486, LINK)"
14589,1,1,0,1,"(c02b3e7cea7e70d132cab164a8e875a330a081e7, 2018-12-05 17:07:26 -0800, Pieter Noordhuis, 1, 0, 1, LINK)"
14590,1,9,1,10,"(1975917d0e6ba5580b2f14cfa8dd70b2592c6d3b, 2018-11-29 20:30:02 -0800, James Reed, 9, 1, 10, LINK)"
14610,1,2,2,4,"(86ffc2a5f1f004f586526e4c2a7c2f11ed9ea633, 2018-12-04 08:34:04 -0800, Ailing Zhang, 2, 2, 4, LINK)"
14663,1,8,0,8,"(35c8f93fd238d42aaea8fd6e730c3da9e18257cc, 2018-12-01 16:47:57 -0800, peter, 8, 0, 8, LINK)"
