Issue.ID,Number.of.issue.solving.commits.found,Total.additions.made.to.fix.the.issue,Total.deletions.made.to.fix.the.issue,Total.changes.made.to.fix.the.issue,Commits..commit.hashcode..date.of.commit..commit.s.author..number.of.additions.made.by.the.commit..number.of.deletions.made.by.the.commit..number.of.total.changes.made.by.the.commit..approach.used.to.find.the.commit.
12249,1,21,1,22,"(93a652ef5b635ffbd678d3992767c4862bffeb15, 2017-12-11 12:00:02 -0600, Yong Tang, 21, 1, 22, REGEX)"
123,3,6812,2387,9199,"(512f92db4e27a2871d94ffccaf9d01e7389b497c, 2019-09-07 09:59:47 -0700, Uday Bondhugula, 48, 21, 69, LINK), (5029d9de811e8f9f3e8a0c894fb3a51c3dd9b89d, 2019-09-07 09:59:47 -0700, Uday Bondhugula, 48, 21, 69, LINK), (ab96f41fb4c4f17e96fd6177aa589c19df580456, 2017-08-11 01:35:21 +0100, Luke Iwanski, 286, 285, 571, LINK)"
12366,1,1,1,2,"(c10c81943c3e829cd58ec8d5cc547ced82f850ce, 2017-08-17 20:05:00 -0700, Derek Murray, 1, 1, 2, LINK)"
12372,1,2077,153,2230,"(64e54423bbffa4161ba2d85dc913e1973ae52cc6, 2017-08-18 13:41:48 -0700, Derek Murray, 108, 13, 121, LINK)"
12396,1,2017,140,2157,"(d001b58de9d0d99ef34637b9a9bed5763875f655, 2017-08-18 11:41:47 -0700, Derek Murray, 48, 0, 48, LINK)"
124,2,1434,1346,2780,"(b21ebf776d282879f43c4f51f2176a04b4698170, 2019-09-14 13:23:18 -0700, Uday Bondhugula, 717, 673, 1390, LINK), (283ede3ea8a12b67b0fbf56c48bc7dcfaf2aaed6, 2019-09-14 13:23:18 -0700, Uday Bondhugula, 717, 673, 1390, LINK)"
12401,1,4,3,7,"(0120939de92fa60c01569ea3ed33f785e6026450, 2017-09-26 07:16:54 -0700, Jett Jones, 4, 3, 7, LINK)"
12403,1,1,1,2,"(b4302ee705036e9f7ef156fee6f2a3880909bbc1, 2017-09-04 16:42:38 +0000, Yong Tang, 1, 1, 2, REGEX)"
12414,1,4,4,8,"(301a6c41cbb111fae89657a49775920aa70525fd, 2017-11-14 12:13:19 -0800, Derek Murray, 4, 4, 8, LINK)"
12416,1,1,1,2,"(ab2ee557c4d8584fefeeda620dfbec2e4c72c227, 2017-08-23 23:04:25 -0700, Yong Tang, 1, 1, 2, REGEX)"
12431,1,81,49,130,"(0e69f536c13d6db7e8276ee7ffe249a82d89f246, 2017-09-07 21:36:09 -0400, Artsiom Chapialiou, 81, 49, 130, LINK)"
12436,1,2,1,3,"(9ba48146942219a2d97e9a2110f88f20d62c4cb6, 2017-09-17 11:11:33 -0700, Yong Tang, 2, 1, 3, REGEX)"
12444,1,2,2,4,"(dc1b93aedc4ffd6e545226f7861bb64c2eb880ff, 2017-08-21 12:05:00 -0700, Yong Tang, 2, 2, 4, REGEX)"
12514,1,25,1,26,"(1614536c1312eeba8356bb1e24a8bb51ce7e16c7, 2018-05-16 13:22:53 -0700, Brian Patton, 25, 1, 26, LINK)"
12525,1,1,1,2,"(739b760d5e2e718f31cdd023f015d62e4da9aabc, 2017-08-25 11:17:16 -0700, Yong Tang, 1, 1, 2, LINK)"
12528,1,16,13,29,"(e64993b5d0075cdc7162d51c37a8a5ae0f5fb007, 2017-08-23 20:18:07 -0700, Yong Tang, 16, 13, 29, REGEX)"
126,2,26,8,34,"(4951f6fd7d09649987548a2d76e816ccde3d6b7a, 2019-09-13 18:18:21 -0700, Uday Bondhugula, 9, 2, 11, LINK), (bf463b2ca6aef94b6d48abdf34b899185bef6ea2, 2019-09-13 18:18:21 -0700, Uday Bondhugula, 17, 6, 23, LINK)"
12641,1,131,11,142,"(b1f5f433959406c7aad634c05e85ccd62fd06e87, 2018-02-07 16:46:31 -0800, Yong Tang, 131, 11, 142, REGEX)"
12663,1,2,0,2,"(731fc1ecaac8a527ac606ff595f313ab9ebbb7fa, 2018-08-08 14:34:16 -0700, rasmi, 2, 0, 2, LINK)"
1270,1,16,4,20,"(f417134a5a41a9fc4ab0161c9215633f3c4c0156, 2016-02-26 13:16:46 -0800, Manjunath Kudlur, 16, 4, 20, LINK)"
12715,1,115,0,115,"(a4fe92514fab8d75d6acf5f593cf7e7c8cea919f, 2017-09-01 15:56:58 -0700, A. Unique TensorFlower, 115, 0, 115, LINK)"
12735,2,9521,2556,12077,"(e55574f28257bdacd744dcdba86c839e661b1b2a, 2017-09-15 19:38:25 -0700, drpngx, 6502, 1910, 8412, LINK), (1e96d54d9f928c4ea4bf0564ef9900f6bd03acd5, 2017-09-12 00:47:55 -0700, gunan, 13, 13, 26, LINK)"
12736,1,6,0,6,"(7ac7aa868406a5d9b03e4101509ac80e011b91c7, 2017-12-06 09:03:26 -0800, Mark Daoust, 6, 0, 6, LINK)"
1274,1,9,8,17,"(23753679279336f425484185a03fc3747fc79361, 2016-02-24 15:34:12 -0800, Daniel Golden, 9, 8, 17, LINK)"
12755,1,72,4,76,"(0b0d3c12ace80381f4a44365d30275a9a262609b, 2017-09-26 17:00:14 -0700, Yong Tang, 72, 4, 76, REGEX)"
12797,2,561,607,1168,"(244b8d6b0767c0fb63e58e56f58d03bd97c27822, 2017-09-29 16:44:17 -0400, Andrew Myers, 554, 605, 1159, LINK), (8403a195522b5d7e707c36316ec8d8fd05f33183, 2017-09-07 15:02:21 -0400, Andrew Myers, 7, 2, 9, LINK)"
128,1,16,16,32,"(f3111525c97a25adef40854a588fd5590e7f6eb1, 2016-01-26 21:14:49 -0800, Dongjoon Hyun, 16, 16, 32, LINK)"
12856,1,255,0,255,"(d27db78cd0168f10b308f7508c11dfaa3c6707e9, 2017-09-07 20:23:33 -0700, A. Unique TensorFlower, 255, 0, 255, LINK)"
12969,2,9635,2651,12286,"(e55574f28257bdacd744dcdba86c839e661b1b2a, 2017-09-15 19:38:25 -0700, drpngx, 6502, 1910, 8412, LINK), (c8a6131e9f40cc8b5db96e3098a7680e16b7d289, 2017-09-13 09:26:41 -0700, Mark Daoust, 127, 108, 235, LINK)"
12998,1,2,4,6,"(928965b5e4b0557154da3339ad15041e430e444f, 2017-09-13 13:16:42 -0700, A. Unique TensorFlower, 2, 4, 6, LINK)"
130,4,818,28,846,"(ab6565f0c31580b2eeee024db23aabd2b44d6923, 2019-09-21 10:18:00 -0700, Denis Khalikov, 356, 13, 369, LINK), (5e6af2eef30782373514fa7879e663e38220ca90, 2019-09-21 10:18:00 -0700, Denis Khalikov, 428, 13, 441, LINK), (f54a858924b03fc2d11d8c1250e596d34d300b9b, 2016-05-20 11:51:19 -0800, Eugene Brevdo, 1, 2, 3, LINK), (a9a488de5754936a7e67245033f0d6b5fe7b4c88, 2016-03-09 10:26:20 -0800, Illia Polosukhin, 33, 0, 33, LINK)"
13013,1,207,211,418,"(94b3d7fd8ac71f8475b2d53e78f89cf68ff05819, 2017-09-20 14:23:41 -0700, Andrew Harp, 207, 211, 418, LINK)"
13038,1,35,5,40,"(189b2b47a18a1302b9f272e423798db4234cbbc1, 2017-09-14 15:41:00 -0700, A. Unique TensorFlower, 35, 5, 40, LINK)"
13065,1,4,1,5,"(55cf7a70883ce5de1f5826394e9408e06a0fca61, 2017-09-26 13:02:25 -0700, Derek Murray, 4, 1, 5, LINK)"
1307,1,6,0,6,"(ea2bda904d52695374dd2ae9f5f160692ad6ef09, 2016-06-06 16:31:29 -0700, Derek Murray, 6, 0, 6, LINK)"
131,1,1,1,2,"(8312f3eff85ce927c00f7fe4ec1c2fa26da52746, 2016-03-08 14:08:36 -0600, Yuan Terry Tang, 1, 1, 2, LINK)"
1310,1,3,126,129,"(77887d9f79d0573ceb6254cd322fdbe79f106978, 2016-03-01 07:28:05 -0800, Derek Murray, 3, 126, 129, LINK)"
13101,1,85,12,97,"(be2b6e1908fba684831f1768c512a703a4468cfe, 2018-05-14 18:04:31 -0700, Derek Murray, 85, 12, 97, LINK)"
13129,1,4,0,4,"(846454faae5a66fa430b03c82f571440919070f3, 2017-09-20 15:33:28 +0100, Andrei Nigmatulin, 4, 0, 4, LINK)"
13133,1,2,0,2,"(6271467df2f0bf7c776f888bed3c6722502efc51, 2018-03-17 01:58:09 +0900, Jakub Kolodziejczyk, 2, 0, 2, LINK)"
13137,1,5710,982,6692,"(e0501bc4d0293f4c2a42d56cf0caff1b9a8b4e4c, 2017-09-22 20:30:07 -0700, Yong Tang, 15, 3, 18, REGEX)"
13161,1,6,0,6,"(46d6620e4b7f71b420c58df90e7ceb89609ac85a, 2018-01-11 10:47:14 -0800, Derek Murray, 6, 0, 6, LINK)"
13190,1,4221,1667,5888,"(d016cb020583b1ecbc260c1492e347c2731b1c29, 2017-10-04 00:07:16 -0700, Suharsh Sivakumar, 119, 12, 131, LINK)"
132,2,72,20,92,"(eefe6882e1a553c299f1afdfd16bf411dcfc011f, 2019-09-14 13:21:00 -0700, Uday Bondhugula, 15, 10, 25, LINK), (3229426e01438a387ce62ab28e3aaddd77bca268, 2019-09-14 13:21:00 -0700, Uday Bondhugula, 57, 10, 67, LINK)"
13202,1,50,0,50,"(0f508d4de379e800ad7f990de08959bbd6fcabb5, 2018-03-15 12:33:10 -0700, Derek Murray, 50, 0, 50, LINK)"
13211,1,62,8,70,"(4ec3b601216a9727ebb78a764d34b487286629af, 2018-04-15 19:23:53 -0700, Yong Tang, 62, 8, 70, REGEX)"
13258,1,2,3,5,"(85e4dc47ea8d68bdd98f0982ba57ceb694115742, 2018-04-26 09:56:00 -0700, Yanping Huang, 2, 3, 5, LINK)"
1328,1,3,3,6,"(845fb7ab77fae53b849894925c7d13c1b8918675, 2016-06-06 14:35:55 -0700, Geoffrey Irving, 3, 3, 6, LINK)"
1329,1,20,1,21,"(d782317f55a1fc4944cb321c5c8132a7514acadc, 2016-03-22 16:28:38 -0700, Geoffrey Irving, 20, 1, 21, LINK)"
13293,1,2,0,2,"(1398d4bec48618bc497b7be7cfd655d5d80c4efd, 2017-09-26 01:12:37 +0000, Yong Tang, 2, 0, 2, REGEX)"
133,2,328,230,558,"(b4cd2efdfdd8807b79fd3bdadf9440d8088a27e1, 2019-09-14 12:10:18 -0700, Uday Bondhugula, 151, 113, 264, LINK), (4a6216db4eec681fe02fbe7dc0fa1ed21feb59bf, 2019-09-14 12:10:18 -0700, Uday Bondhugula, 177, 117, 294, LINK)"
1334,1,2,0,2,"(a886c9e74a00038d12866c60b3c2e5efcc4ee8e4, 2016-02-29 11:01:15 -0800, Vijay Vasudevan, 2, 0, 2, LINK)"
13350,1,4103,1656,5759,"(d6e963b82b3fd6ed331206ec89de83cc7bdb5b91, 2017-10-03 15:23:43 -0700, Asim Shankar, 1, 1, 2, LINK)"
13355,1,55,14,69,"(d6b616925657bc44de9bd6a5ddf3437e9c7ba88b, 2017-10-12 09:56:28 -0700, Eugene Brevdo, 55, 14, 69, LINK)"
13357,3,13,9,22,"(86635c165ef3255150d907beabaecd46e6e57840, 2017-09-28 08:31:53 -0700, Peter Hawkins, 1, 1, 2, LINK), (f2231b147539dcca41003b14508c72e722b044ef, 2017-09-28 08:31:53 -0700, Peter Hawkins, 1, 1, 2, LINK), (8a154ead1e7089873746a8b282c5f4be22b65626, 2017-09-28 08:31:53 -0700, Peter Hawkins, 11, 7, 18, LINK)"
13377,2,2,2,4,"(7b943ac26fca5e7bd2973da8e73e4a1d75aaba2d, 2017-10-02 19:05:33 +0200, Vladimir Moskva, 1, 1, 2, LINK), (bf1114170f2294467b3e96d8a723823c4b5fec94, 2017-10-02 19:05:33 +0200, Vladimir Moskva, 1, 1, 2, LINK)"
134,2,524,4,528,"(ead6e53b608b620fc31a516d7a972430ebb98bb6, 2019-09-21 16:14:07 -0700, Manuel Freiberger, 184, 2, 186, LINK), (bff26c618f6ab61e6ec2782148f9b5aeebd5d23e, 2019-09-21 16:14:07 -0700, Manuel Freiberger, 340, 2, 342, LINK)"
1341,1,15,3,18,"(868aa1e04a7574e74b93fc693c8cfcd62a5037eb, 2016-03-02 16:50:33 -0800, Jianmin Chen, 15, 3, 18, LINK)"
1343,1,14,0,14,"(80ddfbf11f63cf5d55ad16f4bc871cdd18ced3da, 2016-03-02 13:33:49 -0800, Derek Murray, 14, 0, 14, LINK)"
13431,1,59,8,67,"(9b027db459ff771c246a266ac3ec40cfbb4a63ce, 2017-10-02 16:27:21 -0700, Derek Murray, 59, 8, 67, LINK)"
13448,1,2,0,2,"(a19d80dc3e8a343a65223c52066341a114de56f1, 2017-10-03 13:00:52 -0700, Derek Murray, 2, 0, 2, LINK)"
13476,2,4392,1661,6053,"(70fc9bf9b668adebe20ef6d1f7a0e182d7d02cc4, 2017-10-04 13:33:07 -0700, Asim Shankar, 145, 3, 148, LINK), (083bd5dde5e6845a6f5e3b83ea2e074d7b28d61f, 2017-10-04 13:33:07 -0700, Asim Shankar, 145, 3, 148, LINK)"
135,1,1,1,2,"(5b3bc418f86d1310bdbdb2bb4de32a58aa5cbf37, 2019-09-15 09:05:54 -0700, Uday Bondhugula, 1, 1, 2, LINK)"
13526,1,7,1,8,"(251a1e70dc04b10fb25e8013d1ad1f27d5eda30b, 2017-10-06 10:27:49 -0700, Derek Murray, 7, 1, 8, LINK)"
13536,1,217,147,364,"(18f89c81d288f191abd56501ec6f86fe29265bdd, 2017-10-17 08:48:29 -0700, Eugene Brevdo, 217, 147, 364, LINK)"
13558,1,1,1,2,"(3629fc4e98254c37e614ac3f77fa250b75c70f8d, 2017-12-29 03:38:27 +0200, codrut3, 1, 1, 2, LINK)"
13590,1,57,43,100,"(ba9422a8adba18fc97cc1923002b7db8ca63dcfe, 2018-06-12 11:12:53 -0700, Brennan Saeta, 57, 43, 100, LINK)"
136,4,392,443,835,"(c257bb76daee44131fef4a1e755808c5809ac9c4, 2019-09-21 10:08:32 -0700, Uday Bondhugula, 84, 128, 212, LINK), (5f9c12ffc3046c80c4141ac6afff7c45a46d4a90, 2019-09-21 10:08:32 -0700, Uday Bondhugula, 117, 128, 245, LINK), (2c858368c8c4b7e82c8d134786026a62a72d2676, 2017-12-18 18:22:03 -0500, Randy West, 9, 2, 11, LINK), (5e5453099ad4a720172b352e8436e961d9d4235e, 2017-08-09 18:07:58 +0100, Luke Iwanski, 182, 185, 367, LINK)"
1360,1,15,3,18,"(868aa1e04a7574e74b93fc693c8cfcd62a5037eb, 2016-03-02 16:50:33 -0800, Jianmin Chen, 15, 3, 18, LINK)"
1362,1,8,5,13,"(175fc9a99bde9c15ac05b6c73ec05d151162f0f9, 2016-03-03 18:23:08 -0800, Vijay Vasudevan, 8, 5, 13, LINK)"
1363,2,6,6,12,"(f16ee4b4c1cc2054bb6a640632806f11ff720e3f, 2016-03-03 10:20:31 -0800, Vijay Vasudevan, 1, 5, 6, LINK), (7395855e6397eb15c3ce7fd91619eef6d292ae6c, 2016-03-03 10:08:49 -0800, Vijay Vasudevan, 5, 1, 6, LINK)"
13643,1,59,0,59,"(7679a2ec746bec36191087feaf9ec8371180669c, 2017-10-13 15:22:19 -0700, Reed Wanderman-Milne, 59, 0, 59, LINK)"
13686,1,1,1,2,"(2d3d5c23a99b92968e9265cb7d872fe4dbf0e7ca, 2017-12-04 12:12:29 -0800, A. Unique TensorFlower, 1, 1, 2, LINK)"
13696,2,177,109,286,"(5b4c8dceb4f694d8eab93fc094a1af76533fa0a1, 2017-10-14 19:25:05 -0700, Michael Case, 63, 32, 95, LINK), (2f3812501d3ac10165acfcae228e52f6f3358f7e, 2017-10-13 13:59:23 -0700, Derek Murray, 2, 0, 2, LINK)"
137,2,680,28,708,"(1746c7b2a1d63916704a1266d685e5c6220726b4, 2019-09-16 15:39:16 -0700, Denis Khalikov, 261, 14, 275, LINK), (504212761d4bbcb6fdd11b3aeb9c43c56873bcba, 2019-09-16 15:39:16 -0700, Denis Khalikov, 419, 14, 433, LINK)"
13711,1,1,0,1,"(94159844e0bab1dc39fe694a3226e6d93b546848, 2017-12-18 17:09:37 -0800, Ted Ying, 1, 0, 1, LINK)"
13733,1,17,7,24,"(1b0ca6d1dfea0f328737a026135669783f840c1e, 2017-10-15 19:00:25 -0700, Yong Tang, 17, 7, 24, REGEX)"
13764,1,3,0,3,"(db10718b38b2884cb5ed46d33c135c079f649d16, 2017-11-03 20:09:38 -0700, Vish Ishaya Abrams, 3, 0, 3, LINK)"
1378,2,366,122,488,"(cbba0465d73b06e5be123415cdbd12e61b6b1343, 2016-03-14 13:23:59 -0800, Manjunath Kudlur, 38, 2, 40, LINK), (e774fa829a1d74ab2d410cefc62cbd47e20b0317, 2016-03-11 11:30:21 -0800, Manjunath Kudlur, 328, 120, 448, LINK)"
138,2,4,4,8,"(d5754ed1fdf8fda2f3428a54716c6e876d9bfaaf, 2019-09-17 00:38:28 -0700, Mehdi Amini, 2, 2, 4, LINK), (4cc85f3cc5bba7603dfa784400e6cd4e1d0045f0, 2019-09-17 00:38:28 -0700, Mehdi Amini, 2, 2, 4, LINK)"
13827,1,5,0,5,"(c43d777b56a17832f7de288d0fe966bf537ffeb7, 2017-11-09 01:49:31 -0500, Ouwen Huang, 5, 0, 5, LINK)"
13872,2,64,22,86,"(c9de8dfda76e0dbd6d1e6c0bb97fcb3a7cb192af, 2017-11-09 23:29:56 -0800, Asim Shankar, 32, 11, 43, LINK), (f6931a687874190bb6f5cbc927da2bdc97a18b38, 2017-11-09 23:29:56 -0800, Asim Shankar, 32, 11, 43, LINK)"
139,2,95,32,127,"(cebed8b575b93629e884a6cf8cd45666e289fc2e, 2019-09-18 11:25:33 -0700, Uday Bondhugula, 40, 16, 56, LINK), (331c663bd2735699267abcc850897aeaea8433eb, 2019-09-18 11:25:33 -0700, Uday Bondhugula, 55, 16, 71, LINK)"
1392,1,1,1,2,"(6083920703767eb2d4f75e17ada7a81efea14e5f, 2016-03-06 00:30:39 +0000, Cameron Chen, 1, 1, 2, LINK)"
13930,1,1,0,1,"(e6a242b4e9f85bee3ba59b57a0d93368163b8cb0, 2017-11-01 12:26:50 -0700, Yifei Feng, 1, 0, 1, LINK)"
13975,1,891,438,1329,"(d77b99809c2ef0b35723fd13e648b9e7652d32cf, 2017-11-01 12:27:53 -0700, Yong Tang, 1, 1, 2, REGEX)"
13980,1,27,19,46,"(32d82226827272b458f551078352c26005bb1b46, 2018-11-16 14:15:26 -0800, Zhenyu Tan, 27, 19, 46, LINK)"
1399,1,2,0,2,"(78c5ac2894b9a28924211d717e9153edcd5ab160, 2016-03-08 13:59:07 +0800, Wenjian Huang, 2, 0, 2, LINK)"
14004,2,2,0,2,"(c47abd8cf3f142f23fdd325c09b59b73fae5792a, 2017-11-04 12:45:52 -0700, Derek Murray, 1, 0, 1, LINK), (46a577febccf874b4b8bb8d42be0a3fb069e380d, 2017-10-27 16:25:49 -0700, Derek Murray, 1, 0, 1, LINK)"
1409,1,17,1,18,"(29f90aa2f98a95787acac39488a9b08aec7b7b30, 2016-03-07 09:25:01 -0800, Derek Murray, 17, 1, 18, LINK)"
14101,1,56,0,56,"(482ed8eb666d8bc1e5c3f47e5c1e61cc19e0fdb1, 2018-05-07 17:21:39 -0700, Skye Wanderman-Milne, 56, 0, 56, LINK)"
14143,1,46,11,57,"(af8a5507937108a41781ba117fa16edd3b1091b5, 2017-12-05 16:58:24 -0800, Derek Murray, 46, 11, 57, LINK)"
14164,3,299,77,376,"(7fdcbc508c6d94a785111bc9468b221335345ce7, 2017-11-07 16:50:18 -0800, Allen Lavoie, 148, 38, 186, LINK), (c8530b907a686b92c94d13f854dc504fa10901db, 2017-11-07 16:50:18 -0800, Allen Lavoie, 148, 38, 186, LINK), (3ded5b3c875634fb7ebfee986bba69ab4299214c, 2017-11-02 12:46:10 -0700, A. Unique TensorFlower, 3, 1, 4, LINK)"
1419,2,332,122,454,"(550df413158b32645ca5df4dcaabc67f1a48964d, 2017-05-03 14:34:24 +1200, Arno Leist, 4, 2, 6, LINK), (e774fa829a1d74ab2d410cefc62cbd47e20b0317, 2016-03-11 11:30:21 -0800, Manjunath Kudlur, 328, 120, 448, LINK)"
14191,1,33,19,52,"(2d0a506db7cd089fd9b7c59a6ed0b05ab65149f0, 2017-11-09 09:15:37 -0800, Yong Tang, 33, 19, 52, LINK)"
142,1,39,28,67,"(eaa846c8828d91c7f5e3ff0b9d93ac42256725b7, 2019-09-22 10:14:11 -0700, Uday Bondhugula, 39, 28, 67, LINK)"
14243,2,35522,14156,49678,"(4e69e02241067129379f73dd4fefe57f0a12bdc9, 2017-11-07 11:35:23 -0800, Martin Wicke, 35474, 14134, 49608, LINK), (e641c402f60aabaca029393355626a54a99809a4, 2017-11-06 15:33:03 -0800, Jingyue Wu, 48, 22, 70, LINK)"
1427,1,19,4,23,"(febfec7256026a38bda30c78c2768b32e64c9a2c, 2016-03-08 11:08:47 -0800, Geoffrey Irving, 19, 4, 23, LINK)"
14292,1,4,0,4,"(e52706d1696faa2ab926c2d91a0d85ec99dac314, 2018-04-25 14:25:30 -0700, Younghee Kwon, 4, 0, 4, LINK)"
143,1,5,5,10,"(0dfd4bea2e403ae1dffe338ce5ab80ec870cc5eb, 2019-09-21 11:38:41 -0700, brett koonce, 5, 5, 10, LINK)"
14380,1,1,5,6,"(14fa431da0b7fd69ccf7bf4a60172a5745c1773c, 2018-01-09 05:27:43 -0800, Ilya Biryukov, 1, 5, 6, LINK)"
144,2,4,4,8,"(6a98fc70a2241f3348b4494714422ea11d30d1c0, 2019-09-22 09:08:06 -0700, Denis Khalikov, 2, 2, 4, LINK), (41d9520c91263dcca734db4e455414a762c83987, 2019-09-22 09:08:06 -0700, Denis Khalikov, 2, 2, 4, LINK)"
14400,1,8,0,8,"(c25cd200ddb2728aec1302f655ff220b08d60007, 2017-11-09 19:23:07 +0900, MyungJoo Ham, 8, 0, 8, LINK)"
14454,2,16,8,24,"(9d8994ad0f8ba11911ab08d6d755abec40cfb84f, 2018-02-09 14:37:24 -0800, Gunhan Gulsoy, 8, 4, 12, LINK), (7e23850c2145ed565c668d6ba327dbcf064d4ed8, 2018-02-09 14:37:24 -0800, Gunhan Gulsoy, 8, 4, 12, LINK)"
145,1,68,66,134,"(f49b4d729562f979dd0bbee873598f7546074f50, 2019-09-25 11:57:13 -0700, Kazuaki Ishizaki, 68, 66, 134, LINK)"
14509,1,548,1,549,"(ba1c53a5f2bb106e16ec7503dbd4d0db9ecc9799, 2018-04-15 19:22:39 -0700, Yong Tang, 548, 1, 549, REGEX)"
14512,1,39,0,39,"(ee8b13791a921964cad1fc699e72ff1f738b704f, 2018-01-25 09:42:55 -0800, Yong Tang, 39, 0, 39, REGEX)"
1454,2,160,80,240,"(b59b69f42def11333ebc4eb84bcb72f1975b849b, 2016-03-20 16:47:20 -0800, Derek Murray, 23, 35, 58, LINK), (f6f77accbb9c978b5d3562922425bffd01690f79, 2016-03-11 10:20:54 -0800, Derek Murray, 137, 45, 182, LINK)"
14542,1,1,1,2,"(3e53570d3bf518ec2b6cfeed4b5fd57d11370289, 2017-11-18 02:34:19 +0800, CSJY, 1, 1, 2, LINK)"
14583,1,148,5,153,"(9c2e04411ec1dbcf7aaf604dbc218489928bb2cc, 2018-04-11 18:26:12 -0700, Yong Tang, 148, 5, 153, REGEX)"
146,2,1025,0,1025,"(182ba062ba2a999ab9cdaa13bd8bd38158b37676, 2019-09-26 23:49:51 -0700, Deven Desai, 499, 0, 499, LINK), (a879014c5637ae6ce45045c8f20a4887318eae97, 2019-09-26 23:49:51 -0700, Deven Desai, 526, 0, 526, LINK)"
14601,1,4,4,8,"(3a131265528582b99efa202a957f73cac6d5e23b, 2018-02-02 12:31:09 -0800, Yong Tang, 4, 4, 8, REGEX)"
14646,1,32,1,33,"(40d1b257636a0b510dba59aff0af54e42d602313, 2017-12-27 16:44:17 -0600, Yong Tang, 32, 1, 33, REGEX)"
14657,1,181,37,218,"(3a3b7530ebc9a6bfbfff8ed50bc7622a78b5b36b, 2017-12-28 16:38:35 -0800, Yuxin Wu, 181, 37, 218, LINK)"
14711,1,0,3,3,"(e2a2747dc85154516b08ee49885cfaf00ad2c3c5, 2017-12-05 23:28:03 -0800, Brennan Saeta, 0, 3, 3, LINK)"
14712,1,3,4,7,"(28340a4b12e286fe14bb7ac08aebe325c3e150b4, 2018-05-24 23:21:46 -0700, ted chang, 3, 4, 7, LINK)"
14739,1,18,0,18,"(ba87a8030aa30f24c354cf705e79734658bb0a8b, 2017-11-28 12:17:52 -0800, Asim Shankar, 18, 0, 18, LINK)"
1475,1,1,1,2,"(1cf9e29ec5f849eecb8d9700198585660a0814a1, 2016-03-13 11:17:14 -0800, Yaroslav Bulatov, 1, 1, 2, LINK)"
14776,1,22,1,23,"(355fb5e14b325a1d106c4046f478da4bda350205, 2018-03-05 13:47:30 -0800, Yifei Feng, 22, 1, 23, LINK)"
14805,2,4,4,8,"(cddf8d82dec9fff526f5c064add725b7f35f95fa, 2018-01-02 15:48:53 -0800, Amit Patankar, 2, 2, 4, LINK), (148f157bb89d33db123c9519e94c2781ca3488c9, 2017-11-27 17:41:24 -0800, A. Unique TensorFlower, 2, 2, 4, LINK)"
14806,1,1,1,2,"(2ab7e9dad284bd15d69779ee0bcf8a2c894c2a2a, 2017-11-28 21:22:20 -0800, Asim Shankar, 1, 1, 2, LINK)"
14871,1,7,0,7,"(397e0ec2cc1bcde3d73b4e884de01e3fb54e0207, 2017-11-24 17:36:01 -0800, Yong Tang, 7, 0, 7, REGEX)"
14891,1,112,25,137,"(78a4873cfa4562cf071492636f03e13fcb188bd8, 2017-11-29 11:18:38 -0800, Asim Shankar, 112, 25, 137, LINK)"
149,2,2793,1283,4076,"(e1c1ab64391ba88dee29f202c1fd86818f65573f, 2019-09-27 07:44:52 -0700, Kazuaki Ishizaki, 9, 9, 18, LINK), (f9d3e9d03c69bfac77a2fe1ad80f7c5aa517e0f0, 2015-12-06 14:53:28 -0800, Vijay Vasudevan, 2784, 1274, 4058, LINK)"
14916,1,4,0,4,"(7f642e5afd7ddaad5215958ce3f22523ccb08a9c, 2017-11-27 11:28:59 -0800, Yong Tang, 4, 0, 4, REGEX)"
14932,1,2,2,4,"(21a9efc4cddbce661073544db31a63639686310a, 2017-11-28 05:28:49 -0800, Yong Tang, 2, 2, 4, REGEX)"
14959,1,86,15,101,"(4cc4d5329122f0f97c3804e6f8d27ed4b5874028, 2017-11-30 11:14:36 -0800, Yong Tang, 86, 15, 101, REGEX)"
14985,1,155,108,263,"(5f0d3395d4c61000cf0cfb3dc681177147be938d, 2018-01-03 15:10:58 -0800, A. Unique TensorFlower, 155, 108, 263, LINK)"
15019,1,46,11,57,"(af8a5507937108a41781ba117fa16edd3b1091b5, 2017-12-05 16:58:24 -0800, Derek Murray, 46, 11, 57, LINK)"
15034,1,48,42,90,"(6afe900f543e0005ce69b3152330f1b7b16cb286, 2018-02-01 00:02:25 +0100, yegord, 48, 42, 90, LINK)"
15066,1,4,4,8,"(440d84579a86964fca80af5c0d8715824a8e660d, 2017-12-03 18:38:18 -0800, Yong Tang, 4, 4, 8, REGEX)"
15105,1,2,1,3,"(cdc36a3b1f7d227984bb5e415b555ed334737f82, 2017-12-07 11:42:26 -0800, Shanqing Cai, 2, 1, 3, LINK)"
15129,2,10,10,20,"(1751e3c8de7a3e2a69dd22a6062aec7d2c7709ef, 2020-03-19 16:56:51 +0100, Alexander Grund, 5, 5, 10, LINK), (5c90d76d41605c895370e0bc475429dc62d51bd2, 2020-03-19 16:56:51 +0100, Alexander Grund, 5, 5, 10, LINK)"
15137,1,11,6,17,"(d9a71ad0e5723e6e97741d60be106a6658cde4e4, 2017-12-05 17:36:42 -0800, Austin Anderson, 11, 6, 17, LINK)"
15152,1,30,0,30,"(60af864e46c207d136dd241c0705210ca5a4dbc7, 2017-12-06 11:34:32 -0800, Derek Murray, 30, 0, 30, LINK)"
